season,week,celebrity_name,avg_judge_score,simulated_vote_share,rank_combination_rank,percentage_combination_rank
8,9,Shawn Johnson,9.333333,0.251794,2,2
8,9,Gilles Marini,9.333333,0.209176,3,4
8,9,Ty Murray,7.666667,0.283381,4,3
8,9,Lil' Kim,8.666667,0.004259,5,5
8,10,Shawn Johnson,9.333333,0.295569,1,1
8,10,Gilles Marini,10.000000,0.259760,2,3
8,10,Melissa Rycroft,9.166667,0.286454,3,2
8,10,Ty Murray,8.000000,0.158217,4,4
8,11,Shawn Johnson,10.000000,0.361048,1,1
8,11,Gilles Marini,9.666667,0.297616,2,3
8,11,Melissa Rycroft,9.500000,0.341336,3,2
9,1,Aaron Carter,10.666633,0.084364,1,1
9,1,Mya,10.333300,0.081849,2,2
9,1,Joanna Krupa,11.333300,0.070765,3,3
9,1,Donny Osmond,9.999967,0.079132,4,4
9,1,Mark Dacascos,9.666600,0.077317,5,5
9,1,Kelly Osbourne,10.333267,0.063861,6,6
9,1,Louie Vito,8.999933,0.070990,7,7
9,1,Natalie Coughlin,8.999933,0.070396,8,8
9,1,Melissa Joan Hart,8.000000,0.064350,9,9
9,1,Debi Mazar,7.333333,0.059088,10,10
9,1,Chuck Liddell,7.333333,0.058041,11,11
9,1,Kathy Ireland,6.666633,0.052260,12,13
9,1,Michael Irvin,6.333333,0.057306,13,12
9,1,Tom DeLay,6.666633,0.050316,14,14
9,1,Ashley Hamiliton,6.333300,0.030402,15,15
9,1,Macy Gray,6.333300,0.029562,16,16
9,2,Mya,9.000000,0.099417,1,1
9,2,Aaron Carter,9.000000,0.098922,2,2
9,2,Donny Osmond,8.333333,0.092375,3,3
9,2,Debi Mazar,7.000000,0.078330,4,4
9,2,Natalie Coughlin,7.000000,0.076592,5,6
9,2,Mark Dacascos,7.000000,0.077929,6,5
9,2,Michael Irvin,6.666667,0.072950,7,7
9,2,Chuck Liddell,6.333333,0.070125,8,10
9,2,Joanna Krupa,6.666667,0.058452,9,12
9,2,Melissa Joan Hart,6.333333,0.071375,10,9
9,2,Tom DeLay,6.000000,0.075971,11,8
9,2,Louie Vito,6.333333,0.069982,12,11
9,2,Kelly Osbourne,6.333333,0.055320,13,13
9,2,Kathy Ireland,6.000000,0.002260,14,14
9,3,Mya,9.000000,0.111668,1,1
9,3,Natalie Coughlin,8.666667,0.106714,2,2
9,3,Aaron Carter,7.000000,0.087831,3,3
9,3,Donny Osmond,7.000000,0.087703,4,4
9,3,Louie Vito,6.666667,0.082679,5,6
9,3,Joanna Krupa,7.666667,0.075589,6,5
9,3,Melissa Joan Hart,6.333333,0.080535,7,7
9,3,Mark Dacascos,6.000000,0.076204,8,8
9,3,Kelly Osbourne,6.666667,0.065164,9,9
9,3,Chuck Liddell,5.666667,0.075634,10,10
9,3,Michael Irvin,4.666667,0.073765,11,11
9,3,Debi Mazar,5.666667,0.044297,12,12
9,3,Tom DeLay,5.000000,0.032217,13,13
9,4,Melissa Joan Hart,9.333333,0.125701,1,1
9,4,Mya,9.333333,0.124821,2,2
9,4,Donny Osmond,8.000000,0.107113,3,3
9,4,Natalie Coughlin,8.000000,0.105649,4,4
9,4,Joanna Krupa,8.666667,0.091343,5,5
9,4,Mark Dacascos,7.333333,0.099389,6,6
9,4,Kelly Osbourne,7.666667,0.080524,7,7
9,4,Aaron Carter,6.000000,0.081025,8,10
9,4,Michael Irvin,5.333333,0.090746,9,8
9,4,Louie Vito,5.333333,0.090739,10,9
9,4,Chuck Liddell,5.666667,0.002950,11,11
9,5,Donny Osmond,9.666667,0.131240,1,1
9,5,Mya,9.000000,0.123510,2,2
9,5,Mark Dacascos,8.666667,0.121065,3,3
9,5,Aaron Carter,8.000000,0.109385,4,5
9,5,Joanna Krupa,8.000000,0.086766,5,8
9,5,Michael Irvin,7.000000,0.122268,6,4
9,5,Melissa Joan Hart,7.666667,0.106262,7,7
9,5,Louie Vito,7.333333,0.111073,8,6
9,5,Kelly Osbourne,8.000000,0.086031,9,9
9,5,Natalie Coughlin,7.333333,0.002400,10,10
9,6,Aaron Carter,10.999933,0.141600,1,1
9,6,Mya,11.000000,0.141076,2,2
9,6,Mark Dacascos,10.666667,0.137983,3,3
9,6,Joanna Krupa,11.999967,0.121140,4,4
9,6,Donny Osmond,10.333300,0.132725,5,5
9,6,Kelly Osbourne,8.333267,0.084733,6,7
9,6,Michael Irvin,7.333267,0.121488,7,6
9,6,Louie Vito,8.000000,0.059760,8,8
9,6,Melissa Joan Hart,7.999967,0.059495,9,9
9,7,Aaron Carter,8.833333,0.174491,1,1
9,7,Donny Osmond,8.666667,0.170971,2,2
9,7,Joanna Krupa,9.166667,0.143196,3,4
9,7,Mya,8.166667,0.161465,4,3
9,7,Kelly Osbourne,8.666667,0.134485,5,5
9,7,Michael Irvin,7.833333,0.110735,6,6
9,7,Mark Dacascos,7.166667,0.104657,7,7
9,8,Mya,9.833333,0.292358,1,1
9,8,Joanna Krupa,8.666667,0.208649,2,3
9,8,Kelly Osbourne,8.500000,0.204186,3,4
9,8,Donny Osmond,8.333333,0.289978,4,2
9,8,Aaron Carter,8.333333,0.004829,5,5
9,9,Mya,9.666633,0.310598,1,2
9,9,Donny Osmond,8.222200,0.374605,2,1
9,9,Joanna Krupa,9.000000,0.007782,3,4
9,9,Kelly Osbourne,8.666600,0.307015,4,3
9,10,Donny Osmond,9.666600,0.369586,1,1
9,10,Mya,9.444400,0.362711,2,2
9,10,Kelly Osbourne,8.407400,0.267704,3,3
10,1,Nicole Scherzinger,8.333333,0.123084,1,1
10,1,Evan Lysacek,7.666667,0.112451,2,2
10,1,Erin Andrews,7.000000,0.100489,3,3
10,1,Jake Pavelka,6.666667,0.096747,4,4
10,1,Pamela Anderson,7.000000,0.082316,5,5
10,1,Shannen Doherty,6.000000,0.090912,6,6
10,1,Niecy Nash,6.000000,0.090464,7,7
10,1,Chad Ochocinco,6.000000,0.089233,8,8
10,1,Kate Gosselin,5.333333,0.078103,9,9
10,1,Aiden Turner,5.000000,0.061377,10,11
10,1,Buzz Aldrin,4.666667,0.074825,11,10
10,2,Nicole Scherzinger,9.333333,0.131433,1,1
10,2,Evan Lysacek,8.000000,0.111990,2,2
10,2,Erin Andrews,7.666667,0.104978,3,3
10,2,Jake Pavelka,6.666667,0.112322,4,4
10,2,Niecy Nash,7.000000,0.100221,5,5
10,2,Pamela Anderson,7.333333,0.082195,6,6
10,2,Aiden Turner,6.333333,0.092969,7,7
10,2,Chad Ochocinco,5.333333,0.096077,8,8
10,2,Kate Gosselin,5.000000,0.088248,9,9
10,2,Shannen Doherty,6.666667,0.002707,10,11
10,2,Buzz Aldrin,4.000000,0.076860,11,10
10,3,Evan Lysacek,8.666667,0.138139,1,1
10,3,Nicole Scherzinger,7.666667,0.124469,2,2
10,3,Erin Andrews,7.666667,0.119278,3,3
10,3,Niecy Nash,7.000000,0.114885,4,4
10,3,Jake Pavelka,7.000000,0.110470,5,5
10,3,Pamela Anderson,7.000000,0.089515,6,7
10,3,Chad Ochocinco,6.666667,0.107648,7,6
10,3,Aiden Turner,6.666667,0.088106,8,8
10,3,Kate Gosselin,5.000000,0.079311,9,9
10,3,Buzz Aldrin,4.333333,0.028178,10,10
10,4,Evan Lysacek,8.666667,0.149889,1,1
10,4,Nicole Scherzinger,8.333333,0.146653,2,2
10,4,Chad Ochocinco,7.333333,0.127217,3,3
10,4,Pamela Anderson,7.833333,0.108250,4,4
10,4,Erin Andrews,6.500000,0.110346,5,5
10,4,Jake Pavelka,6.333333,0.108679,6,6
10,4,Niecy Nash,6.000000,0.106725,7,7
10,4,Kate Gosselin,5.333333,0.105969,8,8
10,4,Aiden Turner,5.500000,0.036272,9,9
10,5,Nicole Scherzinger,9.666667,0.181191,1,1
10,5,Evan Lysacek,9.000000,0.166829,2,2
10,5,Jake Pavelka,7.666667,0.141175,3,3
10,5,Erin Andrews,7.333333,0.134161,4,4
10,5,Pamela Anderson,7.000000,0.104954,5,5
10,5,Niecy Nash,6.000000,0.115738,6,6
10,5,Chad Ochocinco,6.000000,0.113345,7,7
10,5,Kate Gosselin,5.000000,0.042609,8,8
10,6,Nicole Scherzinger,11.999967,0.189442,1,1
10,6,Erin Andrews,11.333333,0.173809,2,2
10,6,Chad Ochocinco,10.333300,0.164108,3,3
10,6,Evan Lysacek,9.000000,0.143058,4,4
10,6,Pamela Anderson,9.999933,0.126324,5,5
10,6,Niecy Nash,8.666600,0.139902,6,6
10,6,Jake Pavelka,8.333300,0.063358,7,7
10,7,Nicole Scherzinger,9.000000,0.187389,1,1
10,7,Evan Lysacek,9.000000,0.185216,2,2
10,7,Niecy Nash,8.166667,0.193931,3,3
10,7,Chad Ochocinco,8.666667,0.178430,4,4
10,7,Erin Andrews,8.500000,0.170469,5,5
10,7,Pamela Anderson,8.500000,0.084564,6,6
10,8,Nicole Scherzinger,9.833333,0.251883,1,1
10,8,Evan Lysacek,8.833333,0.225948,2,2
10,8,Erin Andrews,8.833333,0.220053,3,3
10,8,Chad Ochocinco,7.500000,0.194651,4,4
10,8,Niecy Nash,7.166667,0.107466,5,5
10,9,Nicole Scherzinger,9.833333,0.289969,1,1
10,9,Evan Lysacek,9.833333,0.286807,2,2
10,9,Erin Andrews,9.333333,0.265804,3,3
10,9,Chad Ochocinco,8.666667,0.157420,4,4
10,10,Nicole Scherzinger,9.592567,0.349552,1,1
10,10,Evan Lysacek,8.962900,0.327642,2,2
10,10,Erin Andrews,8.999933,0.322807,3,3
11,1,Jennifer Grey,8.000000,0.112555,1,1
11,1,Kyle Massey,7.666667,0.107969,2,2
11,1,Brandy,7.666667,0.107018,3,3
11,1,Kurt Warner,6.333333,0.088531,4,5
11,1,Audrina Patridge,6.333333,0.086572,5,6
11,1,Florence Henderson,6.000000,0.085842,6,7
11,1,Rick Fox,7.333333,0.082201,7,4
11,1,Bristol Palin,6.000000,0.082878,8,8
11,1,The Situation,5.000000,0.082369,9,10
11,1,Margaret Cho,5.000000,0.082399,10,9
11,1,Michael Bolton,5.333333,0.075761,11,11
11,1,David Hasselhoff,5.000000,0.005907,12,12
11,2,Jennifer Grey,8.000000,0.116333,1,1
11,2,Audrina Patridge,7.666667,0.107881,2,2
11,2,Kyle Massey,7.333333,0.106908,3,3
11,2,Bristol Palin,7.333333,0.102992,4,4
11,2,Brandy,7.000000,0.101533,5,5
11,2,Kurt Warner,7.000000,0.100552,6,6
11,2,Rick Fox,7.000000,0.080862,7,8
11,2,Florence Henderson,6.333333,0.093078,8,7
11,2,The Situation,6.000000,0.084858,9,9
11,2,Margaret Cho,6.000000,0.084802,10,10
11,2,Michael Bolton,4.000000,0.020201,11,11
11,3,Audrina Patridge,8.666667,0.123842,1,1
11,3,Jennifer Grey,8.000000,0.119457,2,2
11,3,Brandy,8.000000,0.118280,3,3
11,3,Kyle Massey,7.666667,0.113671,4,4
11,3,Rick Fox,8.000000,0.094365,5,6
11,3,Kurt Warner,7.666667,0.112042,6,5
11,3,Florence Henderson,6.666667,0.099797,7,7
11,3,The Situation,6.666667,0.096760,8,8
11,3,Bristol Palin,6.333333,0.091431,9,9
11,3,Margaret Cho,6.000000,0.030355,10,10
11,4,Jennifer Grey,9.333333,0.168793,1,1
11,4,Brandy,8.000000,0.144167,2,2
11,4,Audrina Patridge,7.666667,0.134318,3,3
11,4,Kyle Massey,6.666667,0.121517,4,4
11,4,Florence Henderson,5.833333,0.107024,5,5
11,4,Rick Fox,6.500000,0.093569,6,6
11,4,Kurt Warner,5.666667,0.101771,7,7
11,4,Bristol Palin,5.333333,0.094619,8,8
11,4,The Situation,4.666667,0.034222,9,9
11,5,Brandy,9.000000,0.160482,1,1
11,5,Jennifer Grey,8.333333,0.151083,2,2
11,5,Kurt Warner,8.000000,0.143189,3,3
11,5,Kyle Massey,6.666667,0.156825,4,4
11,5,Rick Fox,8.000000,0.114435,5,6
11,5,Audrina Patridge,7.666667,0.134788,6,5
11,5,Bristol Palin,6.000000,0.135883,7,7
11,5,Florence Henderson,7.000000,0.003314,8,8
11,6,Brandy,11.999967,0.172160,1,1
11,6,Kyle Massey,9.999967,0.189067,2,2
11,6,Jennifer Grey,9.666667,0.182805,3,3
11,6,Rick Fox,10.000000,0.148406,4,5
11,6,Audrina Patridge,10.666600,0.001690,5,7
11,6,Bristol Palin,9.333267,0.169872,6,4
11,6,Kurt Warner,7.333300,0.136000,7,6
11,7,Jennifer Grey,9.125000,0.185485,1,1
11,7,Brandy,9.125000,0.182915,2,2
11,7,Kyle Massey,8.375000,0.189025,3,3
11,7,Kurt Warner,8.750000,0.174362,4,4
11,7,Bristol Palin,8.125000,0.176496,5,5
11,7,Rick Fox,8.625000,0.091718,6,6
11,8,Jennifer Grey,9.500000,0.243591,1,1
11,8,Brandy,9.500000,0.238196,2,2
11,8,Bristol Palin,7.833333,0.253717,3,4
11,8,Kyle Massey,9.333333,0.238312,4,3
11,8,Kurt Warner,8.000000,0.026185,5,5
11,9,Jennifer Grey,10.000000,0.312859,1,2
11,9,Kyle Massey,9.666667,0.303763,2,3
11,9,Bristol Palin,8.833333,0.378274,3,1
11,9,Brandy,9.500000,0.005104,4,4
11,10,Jennifer Grey,10.000000,0.359221,1,1
11,10,Kyle Massey,9.111067,0.333123,2,2
11,10,Bristol Palin,8.555533,0.307656,3,3
12,1,Ralph Macchio,8.000000,0.120821,1,1
12,1,Kirstie Alley,7.666667,0.116578,2,2
12,1,Chelsea Kane,7.000000,0.106790,3,3
12,1,Romeo,6.333333,0.096209,4,4
12,1,Chris Jericho,6.333333,0.095300,5,5
12,1,Hines Ward,7.000000,0.084291,6,6
12,1,Kendra Wilkinson,6.000000,0.088648,7,7
12,1,Sugar Ray Leonard,5.666667,0.085433,8,8
12,1,Petra Nemcova,6.000000,0.071730,9,9
12,1,Wendy Williams,4.666667,0.069828,10,10
12,1,Mike Catherwood,4.333333,0.064374,11,11
12,2,Romeo,7.666667,0.118162,1,1
12,2,Chris Jericho,7.666667,0.117259,2,2
12,2,Ralph Macchio,7.000000,0.109523,3,3
12,2,Kirstie Alley,6.666667,0.104754,4,5
12,2,Hines Ward,7.666667,0.094536,5,4
12,2,Kendra Wilkinson,6.333333,0.096006,6,6
12,2,Chelsea Kane,6.000000,0.095385,7,7
12,2,Petra Nemcova,6.000000,0.073741,8,10
12,2,Wendy Williams,5.666667,0.094073,9,8
12,2,Sugar Ray Leonard,5.666667,0.092745,10,9
12,2,Mike Catherwood,5.666667,0.003815,11,11
12,3,Chelsea Kane,7.666667,0.119495,1,1
12,3,Kendra Wilkinson,7.666667,0.114613,2,2
12,3,Ralph Macchio,7.000000,0.109947,3,5
12,3,Hines Ward,8.333333,0.102909,4,3
12,3,Petra Nemcova,8.333333,0.101479,5,4
12,3,Kirstie Alley,7.000000,0.109651,6,6
12,3,Chris Jericho,7.000000,0.108247,7,7
12,3,Romeo,6.666667,0.103081,8,8
12,3,Sugar Ray Leonard,6.666667,0.102912,9,9
12,3,Wendy Williams,5.000000,0.027665,10,10
12,4,Chelsea Kane,8.666667,0.143959,1,1
12,4,Ralph Macchio,8.333333,0.139518,2,2
12,4,Chris Jericho,7.666667,0.127194,3,3
12,4,Hines Ward,8.333333,0.110245,4,5
12,4,Romeo,7.666667,0.126352,5,4
12,4,Petra Nemcova,7.666667,0.100184,6,8
12,4,Kirstie Alley,7.333333,0.124029,7,6
12,4,Kendra Wilkinson,6.000000,0.125513,8,7
12,4,Sugar Ray Leonard,7.000000,0.003005,9,9
12,5,Chelsea Kane,8.666667,0.150547,1,1
12,5,Chris Jericho,8.666667,0.147530,2,3
12,5,Romeo,8.666667,0.149000,3,2
12,5,Hines Ward,9.000000,0.123709,4,4
12,5,Kirstie Alley,7.666667,0.133834,5,5
12,5,Ralph Macchio,7.333333,0.127805,6,6
12,5,Kendra Wilkinson,7.333333,0.123274,7,7
12,5,Petra Nemcova,7.333333,0.044300,8,8
12,6,Chelsea Kane,9.333333,0.171831,1,1
12,6,Romeo,9.333333,0.171034,2,2
12,6,Kirstie Alley,8.666667,0.160603,3,3
12,6,Hines Ward,9.000000,0.132070,4,6
12,6,Kendra Wilkinson,8.333333,0.149435,5,4
12,6,Ralph Macchio,8.000000,0.149346,6,5
12,6,Chris Jericho,7.333333,0.065681,7,7
12,7,Ralph Macchio,8.250000,0.190022,1,3
12,7,Hines Ward,8.250000,0.152382,2,5
12,7,Kirstie Alley,7.500000,0.218970,3,1
12,7,Romeo,7.500000,0.217156,4,2
12,7,Chelsea Kane,8.000000,0.186042,5,4
12,7,Kendra Wilkinson,7.625000,0.035428,6,6
12,8,Chelsea Kane,9.166667,0.254454,1,2
12,8,Hines Ward,9.000000,0.202003,2,4
12,8,Kirstie Alley,8.833333,0.246870,3,3
12,8,Ralph Macchio,7.666667,0.292364,4,1
12,8,Romeo,8.666667,0.004309,5,5
12,9,Chelsea Kane,12.166667,0.351948,1,1
12,9,Hines Ward,10.000000,0.234557,2,3
12,9,Kirstie Alley,9.000000,0.266207,3,2
12,9,Ralph Macchio,8.000000,0.147288,4,4
12,10,Chelsea Kane,9.888867,0.360794,1,1
12,10,Hines Ward,9.888867,0.294978,2,3
12,10,Kirstie Alley,9.333300,0.344228,3,2
13,1,J.R. Martinez,7.333333,0.110424,1,1
13,1,Chynna Phillips,7.333333,0.110244,2,2
13,1,Hope Solo,7.000000,0.103519,3,3
13,1,Ricki Lake,6.666667,0.100767,4,4
13,1,Kristin Cavallari,6.333333,0.091917,5,5
13,1,David Arquette,6.000000,0.091660,6,6
13,1,Carson Kressley,5.666667,0.083617,7,7
13,1,Chaz Bono,5.666667,0.083416,8,8
13,1,Nancy Grace,5.333333,0.078750,9,9
13,1,Rob Kardashian,5.333333,0.078458,10,10
13,1,Elisabetta Canalis,5.000000,0.061637,11,11
13,1,Metta World Peace (Ron),4.666667,0.005591,12,12
13,2,Ricki Lake,7.666667,0.105824,1,1
13,2,J.R. Martinez,7.333333,0.099891,2,2
13,2,Kristin Cavallari,7.333333,0.097640,3,3
13,2,Hope Solo,6.333333,0.109430,4,4
13,2,David Arquette,6.000000,0.105719,5,8
13,2,Chynna Phillips,7.000000,0.095802,6,5
13,2,Carson Kressley,6.000000,0.101711,7,9
13,2,Nancy Grace,7.000000,0.093120,8,6
13,2,Rob Kardashian,7.000000,0.092852,9,7
13,2,Elisabetta Canalis,7.000000,0.001985,10,11
13,2,Chaz Bono,5.666667,0.096025,11,10
13,3,Ricki Lake,9.000000,0.116660,1,1
13,3,J.R. Martinez,8.666667,0.111366,2,2
13,3,Chynna Phillips,8.666667,0.110762,3,3
13,3,Carson Kressley,7.666667,0.122671,4,4
13,3,Rob Kardashian,8.000000,0.110956,5,5
13,3,Hope Solo,8.000000,0.109737,6,6
13,3,Nancy Grace,7.000000,0.111970,7,8
13,3,David Arquette,8.000000,0.107931,8,7
13,3,Kristin Cavallari,8.000000,0.001965,9,10
13,3,Chaz Bono,6.000000,0.095981,10,9
13,4,Ricki Lake,9.666667,0.145302,1,1
13,4,J.R. Martinez,8.666667,0.130444,2,2
13,4,Hope Solo,8.000000,0.118225,3,3
13,4,Rob Kardashian,8.000000,0.116659,4,4
13,4,Chaz Bono,7.000000,0.123189,5,6
13,4,Carson Kressley,6.666667,0.125404,6,8
13,4,Nancy Grace,7.000000,0.122457,7,7
13,4,David Arquette,7.666667,0.115600,8,5
13,4,Chynna Phillips,7.000000,0.002720,9,9
13,5,J.R. Martinez,9.333333,0.159462,1,1
13,5,David Arquette,8.333333,0.143981,2,2
13,5,Rob Kardashian,8.333333,0.137792,3,3
13,5,Ricki Lake,8.000000,0.137785,4,4
13,5,Hope Solo,8.000000,0.135540,5,5
13,5,Nancy Grace,7.333333,0.121529,6,6
13,5,Chaz Bono,7.000000,0.116451,7,7
13,5,Carson Kressley,6.333333,0.047460,8,8
13,6,Ricki Lake,9.666667,0.187465,1,1
13,6,J.R. Martinez,9.666667,0.186839,2,2
13,6,Nancy Grace,8.000000,0.150486,3,3
13,6,David Arquette,7.666667,0.149893,4,4
13,6,Rob Kardashian,7.333333,0.137575,5,5
13,6,Hope Solo,6.666667,0.128359,6,6
13,6,Chaz Bono,6.333333,0.059383,7,7
13,7,Ricki Lake,8.833333,0.205746,1,1
13,7,Rob Kardashian,8.500000,0.191539,2,3
13,7,Nancy Grace,7.333333,0.218803,3,2
13,7,Hope Solo,8.333333,0.191285,4,4
13,7,J.R. Martinez,8.000000,0.188716,5,5
13,7,David Arquette,7.833333,0.003911,6,6
13,8,J.R. Martinez,10.000000,0.251482,1,1
13,8,Ricki Lake,8.666667,0.220214,2,2
13,8,Hope Solo,8.666667,0.216259,3,3
13,8,Rob Kardashian,8.500000,0.207205,4,4
13,8,Nancy Grace,7.333333,0.104840,5,5
13,9,Ricki Lake,11.166633,0.308459,1,1
13,9,Rob Kardashian,10.833267,0.289801,2,2
13,9,J.R. Martinez,9.333333,0.261622,3,3
13,9,Hope Solo,8.166600,0.140119,4,4
13,10,J.R. Martinez,9.388833,0.336597,1,1
13,10,Rob Kardashian,9.444400,0.328449,2,3
13,10,Ricki Lake,9.333300,0.334954,3,2
14,1,Jaleel White,8.666667,0.101908,1,1
14,1,Roshon Fegan,7.666667,0.090530,2,3
14,1,Jack Wagner,7.666667,0.090348,3,5
14,1,Katherine Jenkins,8.666667,0.080943,4,2
14,1,Sherri Sheperd,7.666667,0.090440,5,4
14,1,Gladys Knight,7.666667,0.089684,6,6
14,1,William Levy,8.000000,0.075804,7,7
14,1,Donald Driver,7.000000,0.081303,8,8
14,1,Maria Menounos,7.000000,0.079642,9,9
14,1,Melissa Gilbert,6.666667,0.079055,10,10
14,1,Gavin DeGraw,6.666667,0.078019,11,11
14,1,Martina Navratilova,6.666667,0.062326,12,12
14,2,Roshon Fegan,8.666667,0.106427,1,1
14,2,Maria Menounos,8.333333,0.098244,2,2
14,2,Donald Driver,8.000000,0.096243,3,3
14,2,Katherine Jenkins,8.666667,0.084335,4,4
14,2,Sherri Sheperd,7.666667,0.094622,5,5
14,2,Jaleel White,7.333333,0.090218,6,7
14,2,William Levy,8.333333,0.082343,7,6
14,2,Jack Wagner,7.000000,0.086615,8,8
14,2,Gavin DeGraw,7.000000,0.085329,9,9
14,2,Melissa Gilbert,6.666667,0.082623,10,10
14,2,Gladys Knight,6.333333,0.078074,11,11
14,2,Martina Navratilova,5.666667,0.014929,12,12
14,3,Maria Menounos,9.000000,0.101233,1,1
14,3,Gladys Knight,8.000000,0.104679,2,4
14,3,Katherine Jenkins,9.666667,0.090200,3,2
14,3,Donald Driver,8.666667,0.099588,4,3
14,3,Gavin DeGraw,8.000000,0.104235,5,5
14,3,William Levy,9.333333,0.087814,6,8
14,3,Roshon Fegan,8.333333,0.098306,7,9
14,3,Jaleel White,8.333333,0.097735,8,10
14,3,Sherri Sheperd,8.000000,0.103200,9,6
14,3,Melissa Gilbert,8.000000,0.103175,10,7
14,3,Jack Wagner,8.000000,0.009836,11,11
14,4,Donald Driver,9.000000,0.126402,1,1
14,4,Roshon Fegan,8.666667,0.125104,2,2
14,4,Maria Menounos,8.666667,0.120227,3,3
14,4,Gavin DeGraw,7.666667,0.110043,4,5
14,4,Katherine Jenkins,8.000000,0.092734,5,8
14,4,Jaleel White,7.333333,0.107341,6,6
14,4,Gladys Knight,6.666667,0.123157,7,4
14,4,Melissa Gilbert,7.333333,0.106625,8,7
14,4,William Levy,7.333333,0.085741,9,9
14,4,Sherri Sheperd,7.000000,0.002627,10,10
14,5,Donald Driver,9.000000,0.132888,1,1
14,5,Maria Menounos,9.000000,0.130226,2,2
14,5,William Levy,9.666667,0.116576,3,4
14,5,Katherine Jenkins,9.666667,0.115518,4,5
14,5,Roshon Fegan,8.666667,0.130171,5,3
14,5,Jaleel White,8.000000,0.120532,6,6
14,5,Gladys Knight,7.333333,0.109928,7,7
14,5,Melissa Gilbert,7.000000,0.106282,8,8
14,5,Gavin DeGraw,6.333333,0.037881,9,9
14,6,Jaleel White,12.333267,0.162042,1,1
14,6,Katherine Jenkins,12.999967,0.135929,2,2
14,6,Donald Driver,11.333300,0.146373,3,3
14,6,William Levy,12.000000,0.127029,4,4
14,6,Melissa Gilbert,10.000000,0.132006,5,5
14,6,Maria Menounos,9.999967,0.126701,6,6
14,6,Roshon Fegan,9.333267,0.123751,7,7
14,6,Gladys Knight,8.000000,0.046169,8,8
14,7,Maria Menounos,9.500000,0.177736,1,1
14,7,Katherine Jenkins,9.000000,0.142208,2,5
14,7,Donald Driver,8.833333,0.168094,3,3
14,7,Melissa Gilbert,7.833333,0.200759,4,2
14,7,Roshon Fegan,8.666667,0.168495,5,4
14,7,William Levy,8.833333,0.139730,6,6
14,7,Jaleel White,8.500000,0.002980,7,7
14,8,Donald Driver,9.166667,0.218558,1,1
14,8,William Levy,9.500000,0.171983,2,3
14,8,Roshon Fegan,9.333333,0.158444,3,5
14,8,Katherine Jenkins,9.166667,0.177733,4,4
14,8,Maria Menounos,8.833333,0.206147,5,2
14,8,Melissa Gilbert,8.500000,0.067134,6,6
14,9,William Levy,9.666667,0.315104,1,2
14,9,Donald Driver,9.500000,0.379594,2,1
14,9,Maria Menounos,9.833333,0.003945,3,4
14,9,Katherine Jenkins,9.333333,0.301357,4,3
14,10,Donald Driver,9.888867,0.370470,1,1
14,10,Katherine Jenkins,10.000000,0.314413,2,2
14,10,William Levy,9.888867,0.315117,3,3
15,1,Emmitt Smith,8.166667,0.096312,1,1
15,1,Sabrina Bryan,7.500000,0.089350,2,2
15,1,Apolo Anton Ohno,7.333333,0.086595,3,3
15,1,Shawn Johnson,7.333333,0.086073,4,4
15,1,Kelly Monaco,7.166667,0.086279,5,5
15,1,Gilles Marini,8.000000,0.076814,6,6
15,1,Drew Lachey,7.166667,0.085318,7,7
15,1,Melissa Rycroft,7.000000,0.080850,8,8
15,1,Joey Fatone,6.833333,0.081535,9,9
15,1,Helio Castroneves,7.166667,0.066594,10,12
15,1,Kirstie Alley,6.333333,0.076193,11,11
15,1,Bristol Palin,6.500000,0.075470,12,10
15,1,Pamela Anderson,5.666667,0.012619,13,13
15,2,Sabrina Bryan,8.666667,0.098678,1,1
15,2,Shawn Johnson,8.333333,0.093206,2,3
15,2,Apolo Anton Ohno,8.166667,0.091693,3,4
15,2,Kelly Monaco,7.333333,0.106831,4,2
15,2,Emmitt Smith,7.500000,0.096251,5,6
15,2,Gilles Marini,8.500000,0.077829,6,9
15,2,Kirstie Alley,7.000000,0.101969,7,5
15,2,Melissa Rycroft,7.833333,0.085560,8,8
15,2,Drew Lachey,7.500000,0.094107,9,7
15,2,Helio Castroneves,7.666667,0.067925,10,10
15,2,Joey Fatone,7.500000,0.001889,11,12
15,2,Bristol Palin,6.000000,0.084063,12,11
15,3,Kelly Monaco,9.000000,0.104835,1,1
15,3,Melissa Rycroft,9.000000,0.101153,2,2
15,3,Shawn Johnson,8.833333,0.101402,3,3
15,3,Kirstie Alley,8.000000,0.107310,4,5
15,3,Sabrina Bryan,8.500000,0.099013,5,6
15,3,Emmitt Smith,8.333333,0.103915,6,4
15,3,Bristol Palin,7.500000,0.106599,7,8
15,3,Gilles Marini,8.500000,0.080639,8,9
15,3,Apolo Anton Ohno,8.500000,0.097942,9,7
15,3,Helio Castroneves,8.500000,0.053536,10,10
15,3,Drew Lachey,8.000000,0.043657,11,11
15,4,Shawn Johnson,9.875000,0.133397,1,1
15,4,Kelly Monaco,9.375000,0.130291,2,2
15,4,Melissa Rycroft,9.250000,0.123985,3,3
15,4,Gilles Marini,9.875000,0.110298,4,6
15,4,Kirstie Alley,7.500000,0.134834,5,7
15,4,Sabrina Bryan,8.875000,0.123743,6,5
15,4,Emmitt Smith,9.000000,0.122729,7,4
15,4,Apolo Anton Ohno,8.625000,0.118147,8,8
15,4,Bristol Palin,8.000000,0.002576,9,9
