season,week,celebrity_name,simulated_vote_share,vote_percentage,avg_judge_score,status,num_valid_simulations,valid_percentage,method,final_rank
9,5,Mya,0.123083,12.308332,9.000000,存活,14436,14.436000,百分比结合法,2
9,5,Mark Dacascos,0.119886,11.988601,8.666667,存活,14436,14.436000,百分比结合法,3
9,5,Michael Irvin,0.122320,12.232011,7.000000,存活,14436,14.436000,百分比结合法,4
9,5,Aaron Carter,0.109747,10.974691,8.000000,存活,14436,14.436000,百分比结合法,5
9,5,Louie Vito,0.112355,11.235543,7.333333,存活,14436,14.436000,百分比结合法,6
9,5,Melissa Joan Hart,0.106983,10.698335,7.666667,存活,14436,14.436000,百分比结合法,7
9,5,Joanna Krupa,0.086663,8.666281,8.000000,存活,14436,14.436000,百分比结合法,8
9,5,Kelly Osbourne,0.085756,8.575602,8.000000,存活,14436,14.436000,百分比结合法,9
9,5,Natalie Coughlin,0.002394,0.239377,7.333333,淘汰,14436,14.436000,百分比结合法,10
9,6,Aaron Carter,0.141494,14.149412,10.999933,存活,28741,28.741000,百分比结合法,1
9,6,Mya,0.140967,14.096667,11.000000,存活,28741,28.741000,百分比结合法,2
9,6,Mark Dacascos,0.138278,13.827757,10.666667,存活,28741,28.741000,百分比结合法,3
9,6,Joanna Krupa,0.121243,12.124325,11.999967,存活,28741,28.741000,百分比结合法,4
9,6,Donny Osmond,0.133545,13.354467,10.333300,存活,28741,28.741000,百分比结合法,5
9,6,Michael Irvin,0.121205,12.120501,7.333267,存活,28741,28.741000,百分比结合法,6
9,6,Kelly Osbourne,0.084431,8.443072,8.333267,存活,28741,28.741000,百分比结合法,7
9,6,Melissa Joan Hart,0.059733,5.973296,7.999967,淘汰,28741,28.741000,百分比结合法,8
9,6,Louie Vito,0.059105,5.910502,8.000000,淘汰,28741,28.741000,百分比结合法,9
9,7,Aaron Carter,0.174761,17.476125,8.833333,存活,57107,57.107000,百分比结合法,1
9,7,Donny Osmond,0.171039,17.103896,8.666667,存活,57107,57.107000,百分比结合法,2
9,7,Mya,0.161858,16.185784,8.166667,存活,57107,57.107000,百分比结合法,3
9,7,Joanna Krupa,0.143601,14.360085,9.166667,存活,57107,57.107000,百分比结合法,4
9,7,Kelly Osbourne,0.134043,13.404334,8.666667,存活,57107,57.107000,百分比结合法,5
9,7,Michael Irvin,0.110265,11.026465,7.833333,淘汰,57107,57.107000,百分比结合法,6
9,7,Mark Dacascos,0.104433,10.443311,7.166667,淘汰,57107,57.107000,百分比结合法,7
9,8,Mya,0.292656,29.265594,9.833333,存活,18006,18.006000,百分比结合法,1
9,8,Donny Osmond,0.290186,29.018579,8.333333,存活,18006,18.006000,百分比结合法,2
9,8,Joanna Krupa,0.208890,20.888971,8.666667,存活,18006,18.006000,百分比结合法,3
9,8,Kelly Osbourne,0.203446,20.344614,8.500000,存活,18006,18.006000,百分比结合法,4
9,8,Aaron Carter,0.004822,0.482243,8.333333,淘汰,18006,18.006000,百分比结合法,5
9,9,Donny Osmond,0.373050,37.304977,8.222200,存活,13008,13.008000,百分比结合法,1
9,9,Mya,0.314019,31.401872,9.666633,存活,13008,13.008000,百分比结合法,2
9,9,Kelly Osbourne,0.305446,30.544618,8.666600,存活,13008,13.008000,百分比结合法,3
9,9,Joanna Krupa,0.007485,0.748533,9.000000,淘汰,13008,13.008000,百分比结合法,4
9,10,Donny Osmond,0.369200,36.920033,9.666600,淘汰,100000,100.000000,百分比结合法,1
9,10,Mya,0.362734,36.273416,9.444400,淘汰,100000,100.000000,百分比结合法,2
9,10,Kelly Osbourne,0.268066,26.806551,8.407400,淘汰,100000,100.000000,百分比结合法,3
10,1,Nicole Scherzinger,0.123208,12.320788,8.333333,存活,100000,100.000000,百分比结合法,1
10,1,Evan Lysacek,0.112613,11.261304,7.666667,存活,100000,100.000000,百分比结合法,2
10,1,Erin Andrews,0.100396,10.039633,7.000000,存活,100000,100.000000,百分比结合法,3
10,1,Jake Pavelka,0.096432,9.643150,6.666667,存活,100000,100.000000,百分比结合法,4
10,1,Pamela Anderson,0.082429,8.242896,7.000000,存活,100000,100.000000,百分比结合法,5
10,1,Niecy Nash,0.090899,9.089892,6.000000,存活,100000,100.000000,百分比结合法,6
10,1,Shannen Doherty,0.090804,9.080373,6.000000,存活,100000,100.000000,百分比结合法,7
10,1,Chad Ochocinco,0.089510,8.951012,6.000000,存活,100000,100.000000,百分比结合法,8
10,1,Kate Gosselin,0.077898,7.789816,5.333333,存活,100000,100.000000,百分比结合法,9
10,1,Buzz Aldrin,0.074554,7.455426,4.666667,存活,100000,100.000000,百分比结合法,10
10,1,Aiden Turner,0.061257,6.125710,5.000000,存活,100000,100.000000,百分比结合法,11
10,2,Nicole Scherzinger,0.132530,13.253018,9.333333,存活,6666,6.666000,百分比结合法,1
10,2,Evan Lysacek,0.111888,11.188822,8.000000,存活,6666,6.666000,百分比结合法,2
10,2,Erin Andrews,0.104222,10.422239,7.666667,存活,6666,6.666000,百分比结合法,3
10,2,Jake Pavelka,0.111777,11.177651,6.666667,存活,6666,6.666000,百分比结合法,4
10,2,Niecy Nash,0.101076,10.107648,7.000000,存活,6666,6.666000,百分比结合法,5
10,2,Pamela Anderson,0.082320,8.232003,7.333333,存活,6666,6.666000,百分比结合法,6
10,2,Aiden Turner,0.092797,9.279717,6.333333,存活,6666,6.666000,百分比结合法,7
10,2,Chad Ochocinco,0.095852,9.585227,5.333333,存活,6666,6.666000,百分比结合法,8
10,2,Kate Gosselin,0.088095,8.809472,5.000000,存活,6666,6.666000,百分比结合法,9
10,2,Buzz Aldrin,0.076739,7.673852,4.000000,存活,6666,6.666000,百分比结合法,10
10,2,Shannen Doherty,0.002704,0.270351,6.666667,淘汰,6666,6.666000,百分比结合法,11
10,3,Evan Lysacek,0.138897,13.889709,8.666667,存活,30859,30.859000,百分比结合法,1
10,3,Nicole Scherzinger,0.123942,12.394235,7.666667,存活,30859,30.859000,百分比结合法,2
10,3,Erin Andrews,0.119543,11.954304,7.666667,存活,30859,30.859000,百分比结合法,3
10,3,Niecy Nash,0.114596,11.459627,7.000000,存活,30859,30.859000,百分比结合法,4
10,3,Jake Pavelka,0.110709,11.070890,7.000000,存活,30859,30.859000,百分比结合法,5
10,3,Chad Ochocinco,0.107427,10.742731,6.666667,存活,30859,30.859000,百分比结合法,6
10,3,Pamela Anderson,0.089471,8.947056,7.000000,存活,30859,30.859000,百分比结合法,7
10,3,Aiden Turner,0.087655,8.765467,6.666667,存活,30859,30.859000,百分比结合法,8
10,3,Kate Gosselin,0.079613,7.961335,5.000000,存活,30859,30.859000,百分比结合法,9
10,3,Buzz Aldrin,0.028146,2.814645,4.333333,淘汰,30859,30.859000,百分比结合法,10
10,4,Evan Lysacek,0.150171,15.017077,8.666667,存活,29492,29.492000,百分比结合法,1
10,4,Nicole Scherzinger,0.145918,14.591764,8.333333,存活,29492,29.492000,百分比结合法,2
10,4,Chad Ochocinco,0.127704,12.770399,7.333333,存活,29492,29.492000,百分比结合法,3
10,4,Pamela Anderson,0.107751,10.775059,7.833333,存活,29492,29.492000,百分比结合法,4
10,4,Erin Andrews,0.110372,11.037218,6.500000,存活,29492,29.492000,百分比结合法,5
10,4,Jake Pavelka,0.108936,10.893630,6.333333,存活,29492,29.492000,百分比结合法,6
10,4,Niecy Nash,0.106942,10.694221,6.000000,存活,29492,29.492000,百分比结合法,7
10,4,Kate Gosselin,0.105731,10.573071,5.333333,存活,29492,29.492000,百分比结合法,8
10,4,Aiden Turner,0.036476,3.647561,5.500000,淘汰,29492,29.492000,百分比结合法,9
10,5,Nicole Scherzinger,0.180878,18.087768,9.666667,存活,36706,36.706000,百分比结合法,1
10,5,Evan Lysacek,0.167736,16.773633,9.000000,存活,36706,36.706000,百分比结合法,2
10,5,Jake Pavelka,0.140801,14.080051,7.666667,存活,36706,36.706000,百分比结合法,3
10,5,Erin Andrews,0.134081,13.408145,7.333333,存活,36706,36.706000,百分比结合法,4
10,5,Pamela Anderson,0.104943,10.494339,7.000000,存活,36706,36.706000,百分比结合法,5
10,5,Niecy Nash,0.115925,11.592460,6.000000,存活,36706,36.706000,百分比结合法,6
10,5,Chad Ochocinco,0.113094,11.309423,6.000000,存活,36706,36.706000,百分比结合法,7
10,5,Kate Gosselin,0.042542,4.254180,5.000000,淘汰,36706,36.706000,百分比结合法,8
10,6,Nicole Scherzinger,0.190055,19.005482,11.999967,存活,41030,41.030000,百分比结合法,1
10,6,Erin Andrews,0.173542,17.354216,11.333333,存活,41030,41.030000,百分比结合法,2
10,6,Chad Ochocinco,0.163731,16.373100,10.333300,存活,41030,41.030000,百分比结合法,3
10,6,Evan Lysacek,0.143334,14.333372,9.000000,存活,41030,41.030000,百分比结合法,4
10,6,Pamela Anderson,0.125918,12.591776,9.999933,存活,41030,41.030000,百分比结合法,5
10,6,Niecy Nash,0.140308,14.030759,8.666600,存活,41030,41.030000,百分比结合法,6
10,6,Jake Pavelka,0.063113,6.311295,8.333300,淘汰,41030,41.030000,百分比结合法,7
10,7,Nicole Scherzinger,0.187045,18.704458,9.000000,存活,42123,42.123000,百分比结合法,1
10,7,Evan Lysacek,0.185457,18.545722,9.000000,存活,42123,42.123000,百分比结合法,2
10,7,Niecy Nash,0.193620,19.361955,8.166667,存活,42123,42.123000,百分比结合法,3
10,7,Chad Ochocinco,0.178524,17.852360,8.666667,存活,42123,42.123000,百分比结合法,4
10,7,Erin Andrews,0.170362,17.036219,8.500000,存活,42123,42.123000,百分比结合法,5
10,7,Pamela Anderson,0.084993,8.499287,8.500000,淘汰,42123,42.123000,百分比结合法,6
10,8,Nicole Scherzinger,0.252100,25.209955,9.833333,存活,51394,51.394000,百分比结合法,1
10,8,Evan Lysacek,0.226912,22.691234,8.833333,存活,51394,51.394000,百分比结合法,2
10,8,Erin Andrews,0.219256,21.925586,8.833333,存活,51394,51.394000,百分比结合法,3
10,8,Chad Ochocinco,0.193892,19.389167,7.500000,存活,51394,51.394000,百分比结合法,4
10,8,Niecy Nash,0.107841,10.784057,7.166667,淘汰,51394,51.394000,百分比结合法,5
10,9,Nicole Scherzinger,0.289050,28.904952,9.833333,存活,60635,60.635000,百分比结合法,1
10,9,Evan Lysacek,0.287181,28.718109,9.833333,存活,60635,60.635000,百分比结合法,2
10,9,Erin Andrews,0.266571,26.657055,9.333333,存活,60635,60.635000,百分比结合法,3
10,9,Chad Ochocinco,0.157199,15.719885,8.666667,淘汰,60635,60.635000,百分比结合法,4
10,10,Nicole Scherzinger,0.349115,34.911454,9.592567,淘汰,100000,100.000000,百分比结合法,1
10,10,Evan Lysacek,0.328846,32.884624,8.962900,淘汰,100000,100.000000,百分比结合法,2
10,10,Erin Andrews,0.322039,32.203922,8.999933,淘汰,100000,100.000000,百分比结合法,3
11,1,Jennifer Grey,0.113003,11.300345,8.000000,存活,14495,14.495000,百分比结合法,1
11,1,Kyle Massey,0.107903,10.790259,7.666667,存活,14495,14.495000,百分比结合法,2
11,1,Brandy,0.107177,10.717685,7.666667,存活,14495,14.495000,百分比结合法,3
11,1,Rick Fox,0.082438,8.243771,7.333333,存活,14495,14.495000,百分比结合法,4
11,1,Kurt Warner,0.088397,8.839654,6.333333,存活,14495,14.495000,百分比结合法,5
11,1,Audrina Patridge,0.086786,8.678622,6.333333,存活,14495,14.495000,百分比结合法,6
11,1,Florence Henderson,0.086021,8.602141,6.000000,存活,14495,14.495000,百分比结合法,7
11,1,Bristol Palin,0.082128,8.212769,6.000000,存活,14495,14.495000,百分比结合法,8
11,1,Margaret Cho,0.082565,8.256533,5.000000,存活,14495,14.495000,百分比结合法,9
11,1,The Situation,0.082336,8.233573,5.000000,存活,14495,14.495000,百分比结合法,10
11,1,Michael Bolton,0.075532,7.553180,5.333333,存活,14495,14.495000,百分比结合法,11
11,1,David Hasselhoff,0.005715,0.571469,5.000000,淘汰,14495,14.495000,百分比结合法,12
11,2,Jennifer Grey,0.116509,11.650926,8.000000,存活,28460,28.460000,百分比结合法,1
11,2,Audrina Patridge,0.107971,10.797115,7.666667,存活,28460,28.460000,百分比结合法,2
11,2,Kyle Massey,0.107375,10.737547,7.333333,存活,28460,28.460000,百分比结合法,3
11,2,Bristol Palin,0.103121,10.312125,7.333333,存活,28460,28.460000,百分比结合法,4
11,2,Brandy,0.101220,10.122037,7.000000,存活,28460,28.460000,百分比结合法,5
11,2,Kurt Warner,0.100447,10.044691,7.000000,存活,28460,28.460000,百分比结合法,6
11,2,Florence Henderson,0.093013,9.301313,6.333333,存活,28460,28.460000,百分比结合法,7
11,2,Rick Fox,0.080653,8.065285,7.000000,存活,28460,28.460000,百分比结合法,8
11,2,Margaret Cho,0.084856,8.485567,6.000000,存活,28460,28.460000,百分比结合法,9
11,2,The Situation,0.084841,8.484114,6.000000,存活,28460,28.460000,百分比结合法,10
11,2,Michael Bolton,0.019993,1.999278,4.000000,淘汰,28460,28.460000,百分比结合法,11
11,3,Audrina Patridge,0.124351,12.435103,8.666667,存活,30968,30.968000,百分比结合法,1
11,3,Jennifer Grey,0.118905,11.890528,8.000000,存活,30968,30.968000,百分比结合法,2
11,3,Brandy,0.118099,11.809854,8.000000,存活,30968,30.968000,百分比结合法,3
11,3,Kyle Massey,0.114175,11.417489,7.666667,存活,30968,30.968000,百分比结合法,4
11,3,Kurt Warner,0.112420,11.242013,7.666667,存活,30968,30.968000,百分比结合法,5
11,3,Rick Fox,0.093966,9.396599,8.000000,存活,30968,30.968000,百分比结合法,6
11,3,Florence Henderson,0.099844,9.984441,6.666667,存活,30968,30.968000,百分比结合法,7
11,3,The Situation,0.095605,9.560469,6.666667,存活,30968,30.968000,百分比结合法,8
11,3,Bristol Palin,0.092087,9.208747,6.333333,存活,30968,30.968000,百分比结合法,9
11,3,Margaret Cho,0.030548,3.054756,6.000000,淘汰,30968,30.968000,百分比结合法,10
11,4,Jennifer Grey,0.168923,16.892289,9.333333,存活,33454,33.454000,百分比结合法,1
11,4,Brandy,0.144152,14.415153,8.000000,存活,33454,33.454000,百分比结合法,2
11,4,Audrina Patridge,0.133888,13.388790,7.666667,存活,33454,33.454000,百分比结合法,3
11,4,Kyle Massey,0.122689,12.268950,6.666667,存活,33454,33.454000,百分比结合法,4
11,4,Florence Henderson,0.106852,10.685248,5.833333,存活,33454,33.454000,百分比结合法,5
11,4,Rick Fox,0.093314,9.331401,6.500000,存活,33454,33.454000,百分比结合法,6
11,4,Kurt Warner,0.101606,10.160614,5.666667,存活,33454,33.454000,百分比结合法,7
11,4,Bristol Palin,0.094339,9.433930,5.333333,存活,33454,33.454000,百分比结合法,8
11,4,The Situation,0.034236,3.423627,4.666667,淘汰,33454,33.454000,百分比结合法,9
11,5,Brandy,0.158746,15.874600,9.000000,存活,12794,12.794000,百分比结合法,1
11,5,Jennifer Grey,0.152135,15.213500,8.333333,存活,12794,12.794000,百分比结合法,2
11,5,Kurt Warner,0.142100,14.210013,8.000000,存活,12794,12.794000,百分比结合法,3
11,5,Kyle Massey,0.157202,15.720198,6.666667,存活,12794,12.794000,百分比结合法,4
11,5,Audrina Patridge,0.135038,13.503805,7.666667,存活,12794,12.794000,百分比结合法,5
11,5,Rick Fox,0.115337,11.533652,8.000000,存活,12794,12.794000,百分比结合法,6
11,5,Bristol Palin,0.136121,13.612084,6.000000,存活,12794,12.794000,百分比结合法,7
11,5,Florence Henderson,0.003321,0.332148,7.000000,淘汰,12794,12.794000,百分比结合法,8
11,6,Brandy,0.169355,16.935490,11.999967,存活,6549,6.549000,百分比结合法,1
11,6,Kyle Massey,0.189749,18.974903,9.999967,存活,6549,6.549000,百分比结合法,2
11,6,Jennifer Grey,0.183409,18.340903,9.666667,存活,6549,6.549000,百分比结合法,3
11,6,Bristol Palin,0.170422,17.042164,9.333267,存活,6549,6.549000,百分比结合法,4
11,6,Rick Fox,0.148835,14.883515,10.000000,存活,6549,6.549000,百分比结合法,5
11,6,Kurt Warner,0.136535,13.653485,7.333300,存活,6549,6.549000,百分比结合法,6
11,6,Audrina Patridge,0.001695,0.169540,10.666600,淘汰,6549,6.549000,百分比结合法,7
11,7,Jennifer Grey,0.185616,18.561589,9.125000,存活,38478,38.478000,百分比结合法,1
11,7,Brandy,0.183762,18.376238,9.125000,存活,38478,38.478000,百分比结合法,2
11,7,Kyle Massey,0.188376,18.837645,8.375000,存活,38478,38.478000,百分比结合法,3
11,7,Kurt Warner,0.174109,17.410900,8.750000,存活,38478,38.478000,百分比结合法,4
11,7,Bristol Palin,0.175944,17.594445,8.125000,存活,38478,38.478000,百分比结合法,5
11,7,Rick Fox,0.092192,9.219182,8.625000,淘汰,38478,38.478000,百分比结合法,6
11,8,Jennifer Grey,0.243704,24.370357,9.500000,存活,18094,18.094000,百分比结合法,1
11,8,Brandy,0.240212,24.021229,9.500000,存活,18094,18.094000,百分比结合法,2
11,8,Kyle Massey,0.234792,23.479243,9.333333,存活,18094,18.094000,百分比结合法,3
11,8,Bristol Palin,0.255281,25.528055,7.833333,存活,18094,18.094000,百分比结合法,4
11,8,Kurt Warner,0.026011,2.601115,8.000000,淘汰,18094,18.094000,百分比结合法,5
11,9,Bristol Palin,0.377331,37.733132,8.833333,存活,16031,16.031000,百分比结合法,1
11,9,Jennifer Grey,0.311624,31.162353,10.000000,存活,16031,16.031000,百分比结合法,2
11,9,Kyle Massey,0.305952,30.595158,9.666667,存活,16031,16.031000,百分比结合法,3
11,9,Brandy,0.005094,0.509357,9.500000,淘汰,16031,16.031000,百分比结合法,4
11,10,Jennifer Grey,0.359277,35.927732,10.000000,淘汰,100000,100.000000,百分比结合法,1
11,10,Kyle Massey,0.333409,33.340887,9.111067,淘汰,100000,100.000000,百分比结合法,2
11,10,Bristol Palin,0.307314,30.731381,8.555533,淘汰,100000,100.000000,百分比结合法,3
12,1,Ralph Macchio,0.121348,12.134791,8.000000,存活,100000,100.000000,百分比结合法,1
12,1,Kirstie Alley,0.116459,11.645902,7.666667,存活,100000,100.000000,百分比结合法,2
12,1,Chelsea Kane,0.106252,10.625163,7.000000,存活,100000,100.000000,百分比结合法,3
12,1,Romeo,0.095920,9.592011,6.333333,存活,100000,100.000000,百分比结合法,4
12,1,Chris Jericho,0.095077,9.507652,6.333333,存活,100000,100.000000,百分比结合法,5
12,1,Hines Ward,0.084280,8.428018,7.000000,存活,100000,100.000000,百分比结合法,6
12,1,Kendra Wilkinson,0.088805,8.880476,6.000000,存活,100000,100.000000,百分比结合法,7
12,1,Sugar Ray Leonard,0.085612,8.561242,5.666667,存活,100000,100.000000,百分比结合法,8
12,1,Petra Nemcova,0.071972,7.197189,6.000000,存活,100000,100.000000,百分比结合法,9
12,1,Wendy Williams,0.069857,6.985676,4.666667,存活,100000,100.000000,百分比结合法,10
12,1,Mike Catherwood,0.064419,6.441881,4.333333,存活,100000,100.000000,百分比结合法,11
12,2,Romeo,0.119712,11.971233,7.666667,存活,17494,17.494000,百分比结合法,1
12,2,Chris Jericho,0.117295,11.729460,7.666667,存活,17494,17.494000,百分比结合法,2
12,2,Ralph Macchio,0.109642,10.964224,7.000000,存活,17494,17.494000,百分比结合法,3
12,2,Hines Ward,0.094584,9.458437,7.666667,存活,17494,17.494000,百分比结合法,4
12,2,Kirstie Alley,0.105241,10.524078,6.666667,存活,17494,17.494000,百分比结合法,5
12,2,Kendra Wilkinson,0.095059,9.505906,6.333333,存活,17494,17.494000,百分比结合法,6
12,2,Chelsea Kane,0.094702,9.470241,6.000000,存活,17494,17.494000,百分比结合法,7
12,2,Wendy Williams,0.093808,9.380811,5.666667,存活,17494,17.494000,百分比结合法,8
12,2,Sugar Ray Leonard,0.092171,9.217138,5.666667,存活,17494,17.494000,百分比结合法,9
12,2,Petra Nemcova,0.074053,7.405292,6.000000,存活,17494,17.494000,百分比结合法,10
12,2,Mike Catherwood,0.003732,0.373179,5.666667,淘汰,17494,17.494000,百分比结合法,11
12,3,Chelsea Kane,0.119818,11.981820,7.666667,存活,30607,30.607000,百分比结合法,1
12,3,Kendra Wilkinson,0.115628,11.562821,7.666667,存活,30607,30.607000,百分比结合法,2
12,3,Hines Ward,0.102681,10.268113,8.333333,存活,30607,30.607000,百分比结合法,3
12,3,Petra Nemcova,0.101698,10.169830,8.333333,存活,30607,30.607000,百分比结合法,4
12,3,Kirstie Alley,0.109513,10.951319,7.000000,存活,30607,30.607000,百分比结合法,5
12,3,Ralph Macchio,0.109334,10.933376,7.000000,存活,30607,30.607000,百分比结合法,6
12,3,Chris Jericho,0.107617,10.761734,7.000000,存活,30607,30.607000,百分比结合法,7
12,3,Romeo,0.103616,10.361633,6.666667,存活,30607,30.607000,百分比结合法,8
12,3,Sugar Ray Leonard,0.102347,10.234717,6.666667,存活,30607,30.607000,百分比结合法,9
12,3,Wendy Williams,0.027746,2.774636,5.000000,淘汰,30607,30.607000,百分比结合法,10
12,4,Chelsea Kane,0.143959,14.395863,8.666667,存活,15925,15.925000,百分比结合法,1
12,4,Ralph Macchio,0.139167,13.916668,8.333333,存活,15925,15.925000,百分比结合法,2
12,4,Romeo,0.127060,12.705990,7.666667,存活,15925,15.925000,百分比结合法,3
12,4,Chris Jericho,0.126019,12.601949,7.666667,存活,15925,15.925000,百分比结合法,4
12,4,Hines Ward,0.110399,11.039889,8.333333,存活,15925,15.925000,百分比结合法,5
12,4,Kirstie Alley,0.124137,12.413664,7.333333,存活,15925,15.925000,百分比结合法,6
12,4,Petra Nemcova,0.101304,10.130393,7.666667,存活,15925,15.925000,百分比结合法,7
12,4,Kendra Wilkinson,0.124964,12.496417,6.000000,存活,15925,15.925000,百分比结合法,8
12,4,Sugar Ray Leonard,0.002992,0.299167,7.000000,淘汰,15925,15.925000,百分比结合法,9
12,5,Chelsea Kane,0.150428,15.042835,8.666667,存活,36815,36.815000,百分比结合法,1
12,5,Romeo,0.148974,14.897411,8.666667,存活,36815,36.815000,百分比结合法,2
12,5,Chris Jericho,0.147817,14.781749,8.666667,存活,36815,36.815000,百分比结合法,3
12,5,Hines Ward,0.123192,12.319236,9.000000,存活,36815,36.815000,百分比结合法,4
12,5,Kirstie Alley,0.133460,13.346002,7.666667,存活,36815,36.815000,百分比结合法,5
12,5,Ralph Macchio,0.128290,12.829005,7.333333,存活,36815,36.815000,百分比结合法,6
12,5,Kendra Wilkinson,0.123599,12.359852,7.333333,存活,36815,36.815000,百分比结合法,7
12,5,Petra Nemcova,0.044239,4.423909,7.333333,淘汰,36815,36.815000,百分比结合法,8
12,6,Chelsea Kane,0.172448,17.244832,9.333333,存活,40931,40.931000,百分比结合法,1
12,6,Romeo,0.170894,17.089367,9.333333,存活,40931,40.931000,百分比结合法,2
12,6,Kirstie Alley,0.160449,16.044912,8.666667,存活,40931,40.931000,百分比结合法,3
12,6,Kendra Wilkinson,0.149429,14.942893,8.333333,存活,40931,40.931000,百分比结合法,4
12,6,Ralph Macchio,0.148987,14.898686,8.000000,存活,40931,40.931000,百分比结合法,5
12,6,Hines Ward,0.131617,13.161700,9.000000,存活,40931,40.931000,百分比结合法,6
12,6,Chris Jericho,0.066176,6.617609,7.333333,淘汰,40931,40.931000,百分比结合法,7
12,7,Kirstie Alley,0.218447,21.844653,7.500000,存活,16207,16.207000,百分比结合法,1
12,7,Romeo,0.216529,21.652898,7.500000,存活,16207,16.207000,百分比结合法,2
12,7,Ralph Macchio,0.191243,19.124263,8.250000,存活,16207,16.207000,百分比结合法,3
12,7,Chelsea Kane,0.185352,18.535236,8.000000,存活,16207,16.207000,百分比结合法,4
12,7,Hines Ward,0.152219,15.221855,8.250000,存活,16207,16.207000,百分比结合法,5
12,7,Kendra Wilkinson,0.036211,3.621096,7.625000,淘汰,16207,16.207000,百分比结合法,6
12,8,Ralph Macchio,0.292735,29.273486,7.666667,存活,16101,16.101000,百分比结合法,1
12,8,Chelsea Kane,0.254953,25.495255,9.166667,存活,16101,16.101000,百分比结合法,2
12,8,Kirstie Alley,0.246469,24.646930,8.833333,存活,16101,16.101000,百分比结合法,3
12,8,Hines Ward,0.201530,20.152964,9.000000,存活,16101,16.101000,百分比结合法,4
12,8,Romeo,0.004314,0.431366,8.666667,淘汰,16101,16.101000,百分比结合法,5
12,9,Chelsea Kane,0.351708,35.170765,12.166667,存活,60777,60.777000,百分比结合法,1
12,9,Kirstie Alley,0.265693,26.569268,9.000000,存活,60777,60.777000,百分比结合法,2
12,9,Hines Ward,0.234668,23.466796,10.000000,存活,60777,60.777000,百分比结合法,3
12,9,Ralph Macchio,0.147932,14.793171,8.000000,淘汰,60777,60.777000,百分比结合法,4
12,10,Chelsea Kane,0.358996,35.899586,9.888867,淘汰,100000,100.000000,百分比结合法,1
12,10,Kirstie Alley,0.345043,34.504328,9.333300,淘汰,100000,100.000000,百分比结合法,2
12,10,Hines Ward,0.295961,29.596085,9.888867,淘汰,100000,100.000000,百分比结合法,3
13,1,J.R. Martinez,0.110780,11.077963,7.333333,存活,20615,20.615000,百分比结合法,1
13,1,Chynna Phillips,0.109216,10.921587,7.333333,存活,20615,20.615000,百分比结合法,2
13,1,Hope Solo,0.103639,10.363881,7.000000,存活,20615,20.615000,百分比结合法,3
13,1,Ricki Lake,0.100948,10.094839,6.666667,存活,20615,20.615000,百分比结合法,4
13,1,Kristin Cavallari,0.092809,9.280879,6.333333,存活,20615,20.615000,百分比结合法,5
13,1,David Arquette,0.091767,9.176677,6.000000,存活,20615,20.615000,百分比结合法,6
13,1,Carson Kressley,0.083309,8.330922,5.666667,存活,20615,20.615000,百分比结合法,7
13,1,Chaz Bono,0.082820,8.282016,5.666667,存活,20615,20.615000,百分比结合法,8
13,1,Nancy Grace,0.078955,7.895478,5.333333,存活,20615,20.615000,百分比结合法,9
13,1,Rob Kardashian,0.078594,7.859362,5.333333,存活,20615,20.615000,百分比结合法,10
13,1,Elisabetta Canalis,0.061553,6.155306,5.000000,存活,20615,20.615000,百分比结合法,11
13,1,Metta World Peace (Ron),0.005611,0.561090,4.666667,淘汰,20615,20.615000,百分比结合法,12
13,2,Ricki Lake,0.105312,10.531186,7.666667,存活,8134,8.134000,百分比结合法,1
13,2,J.R. Martinez,0.101475,10.147473,7.333333,存活,8134,8.134000,百分比结合法,2
13,2,Kristin Cavallari,0.096727,9.672738,7.333333,存活,8134,8.134000,百分比结合法,3
13,2,Hope Solo,0.109832,10.983163,6.333333,存活,8134,8.134000,百分比结合法,4
13,2,Chynna Phillips,0.095110,9.511027,7.000000,存活,8134,8.134000,百分比结合法,5
13,2,David Arquette,0.106122,10.612181,6.000000,存活,8134,8.134000,百分比结合法,6
13,2,Nancy Grace,0.092603,9.260339,7.000000,存活,8134,8.134000,百分比结合法,7
13,2,Rob Kardashian,0.092421,9.242127,7.000000,存活,8134,8.134000,百分比结合法,8
13,2,Carson Kressley,0.102061,10.206104,6.000000,存活,8134,8.134000,百分比结合法,9
13,2,Chaz Bono,0.096344,9.634427,5.666667,存活,8134,8.134000,百分比结合法,10
13,2,Elisabetta Canalis,0.001992,0.199234,7.000000,淘汰,8134,8.134000,百分比结合法,11
13,3,Ricki Lake,0.117026,11.702619,9.000000,存活,8329,8.329000,百分比结合法,1
13,3,J.R. Martinez,0.112281,11.228059,8.666667,存活,8329,8.329000,百分比结合法,2
13,3,Chynna Phillips,0.111787,11.178663,8.666667,存活,8329,8.329000,百分比结合法,3
13,3,Carson Kressley,0.122881,12.288052,7.666667,存活,8329,8.329000,百分比结合法,4
13,3,Rob Kardashian,0.110810,11.080963,8.000000,存活,8329,8.329000,百分比结合法,5
13,3,Hope Solo,0.107808,10.780772,8.000000,存活,8329,8.329000,百分比结合法,6
13,3,David Arquette,0.107186,10.718604,8.000000,存活,8329,8.329000,百分比结合法,7
13,3,Nancy Grace,0.112157,11.215737,7.000000,存活,8329,8.329000,百分比结合法,8
13,3,Chaz Bono,0.096099,9.609882,6.000000,存活,8329,8.329000,百分比结合法,9
