celebrity_name,celebrity_age_during_season,celebrity_homecountry/region,celebrity_industry,simulated_vote_share,avg_judge_score
Priscilla Presley,62,United States,Actor/Actress,0.019377,7.0
Marlee Matlin,42,United States,Actor/Actress,0.094118,7.333333
Marlee Matlin,42,United States,Actor/Actress,0.100426,8.0
Marlee Matlin,42,United States,Actor/Actress,0.108657,7.0
Marlee Matlin,42,United States,Actor/Actress,0.116327,8.0
Marlee Matlin,42,United States,Actor/Actress,0.128658,7.333333
Marlee Matlin,42,United States,Actor/Actress,0.063757,7.0
Shannon Elizabeth,34,United States,Actor/Actress,0.090108,7.0
Shannon Elizabeth,34,United States,Actor/Actress,0.100263,8.0
Shannon Elizabeth,34,United States,Actor/Actress,0.111293,8.0
Shannon Elizabeth,34,United States,Actor/Actress,0.134767,9.333333
Shannon Elizabeth,34,United States,Actor/Actress,0.133493,7.666667
Shannon Elizabeth,34,United States,Actor/Actress,0.14809,8.0
Shannon Elizabeth,34,United States,Actor/Actress,0.003466,8.5
Marissa Jaret Winokur,35,United States,Actor/Actress,0.077638,6.0
Marissa Jaret Winokur,35,United States,Actor/Actress,0.088108,7.0
Marissa Jaret Winokur,35,United States,Actor/Actress,0.11272,6.333333
Marissa Jaret Winokur,35,United States,Actor/Actress,0.115802,8.0
Marissa Jaret Winokur,35,United States,Actor/Actress,0.139052,8.0
Marissa Jaret Winokur,35,United States,Actor/Actress,0.159382,8.666667
Marissa Jaret Winokur,35,United States,Actor/Actress,0.194701,8.666667
Marissa Jaret Winokur,35,United States,Actor/Actress,0.283486,8.333333
Marissa Jaret Winokur,35,United States,Actor/Actress,0.024534,8.666667
Jason Taylor,33,United States,Athlete,0.092422,7.333333
Jason Taylor,33,United States,Athlete,0.110388,9.0
Jason Taylor,33,United States,Athlete,0.104722,7.666667
Jason Taylor,33,United States,Athlete,0.136893,9.666667
Jason Taylor,33,United States,Athlete,0.152222,9.0
Jason Taylor,33,United States,Athlete,0.145078,8.0
Jason Taylor,33,United States,Athlete,0.200147,9.166667
Jason Taylor,33,United States,Athlete,0.289094,8.666667
Jason Taylor,33,United States,Athlete,0.340625,9.166667
Jason Taylor,33,United States,Athlete,0.353348,9.5
Kristi Yamaguchi,36,United States,Athlete,0.112775,9.0
Kristi Yamaguchi,36,United States,Athlete,0.110268,9.0
Kristi Yamaguchi,36,United States,Athlete,0.123408,9.0
Kristi Yamaguchi,36,United States,Athlete,0.137288,9.666667
Kristi Yamaguchi,36,United States,Athlete,0.163796,9.666667
Kristi Yamaguchi,36,United States,Athlete,0.180215,10.0
Kristi Yamaguchi,36,United States,Athlete,0.198761,9.0
Kristi Yamaguchi,36,United States,Athlete,0.230052,9.166667
Kristi Yamaguchi,36,United States,Athlete,0.345066,9.5
Kristi Yamaguchi,36,United States,Athlete,0.368255,10.0
Monica Seles,34,Yugoslavia,Athlete,0.051352,5.0
Monica Seles,34,Yugoslavia,Athlete,0.029946,5.0
Penn Jillette,53,United States,Magician,0.065544,5.333333
Penn Jillette,53,United States,Magician,0.046838,5.666667
Adam Carolla,43,United States,Radio Personality,0.061908,5.0
Adam Carolla,43,United States,Radio Personality,0.076436,6.333333
Adam Carolla,43,United States,Radio Personality,0.113855,7.0
Adam Carolla,43,United States,Radio Personality,0.035405,6.333333
Mario,21,United States,Singer/Rapper,0.101645,8.0
Mario,21,United States,Singer/Rapper,0.108091,8.666667
Mario,21,United States,Singer/Rapper,0.110032,7.0
Mario,21,United States,Singer/Rapper,0.11512,8.0
Mario,21,United States,Singer/Rapper,0.154567,9.0
Mario,21,United States,Singer/Rapper,0.169933,9.333333
Mario,21,United States,Singer/Rapper,0.219701,8.5
Mario,21,United States,Singer/Rapper,0.003771,8.833333
Ted McGinley,50,United States,Actor/Actress,0.060351,6.166667
Cloris Leachman,82,United States,Actor/Actress,0.070831,5.333333
Cloris Leachman,82,United States,Actor/Actress,0.089501,5.0
Cloris Leachman,82,United States,Actor/Actress,0.082981,5.333333
Cloris Leachman,82,United States,Actor/Actress,0.115883,7.333333
Cloris Leachman,82,United States,Actor/Actress,0.146316,7.0
Cloris Leachman,82,United States,Actor/Actress,0.051414,5.0
Susan Lucci,61,United States,Actor/Actress,0.078924,6.166667
Susan Lucci,61,United States,Actor/Actress,0.100653,7.0
Susan Lucci,61,United States,Actor/Actress,0.107071,7.0
Susan Lucci,61,United States,Actor/Actress,0.12588,8.0
Susan Lucci,61,United States,Actor/Actress,0.131046,7.333333
Susan Lucci,61,United States,Actor/Actress,0.15297,7.666667
Susan Lucci,61,United States,Actor/Actress,0.003631,8.0
Cody Linley,18,United States,Actor/Actress,0.085064,6.833333
Cody Linley,18,United States,Actor/Actress,0.099799,7.0
Cody Linley,18,United States,Actor/Actress,0.107517,7.0
Cody Linley,18,United States,Actor/Actress,0.121289,7.666667
Cody Linley,18,United States,Actor/Actress,0.150068,9.333333
Cody Linley,18,United States,Actor/Actress,0.153214,7.666667
Cody Linley,18,United States,Actor/Actress,0.215826,7.333333
Cody Linley,18,United States,Actor/Actress,0.220915,8.0
Cody Linley,18,United States,Actor/Actress,0.15841,7.666667
Misty May-Treanor,31,United States,Athlete,0.085594,7.0
Misty May-Treanor,31,United States,Athlete,0.068507,7.0
Maurice Greene,34,United States,Athlete,0.079522,6.5
Maurice Greene,34,United States,Athlete,0.094791,6.333333
Maurice Greene,34,United States,Athlete,0.120079,8.0
Maurice Greene,34,United States,Athlete,0.103833,6.666667
Maurice Greene,34,United States,Athlete,0.142705,9.0
Maurice Greene,34,United States,Athlete,0.13762,7.0
Maurice Greene,34,United States,Athlete,0.18369,8.333333
Maurice Greene,34,United States,Athlete,0.103093,8.0
Warren Sapp,35,United States,Athlete,0.087339,7.166667
Warren Sapp,35,United States,Athlete,0.109957,8.0
Warren Sapp,35,United States,Athlete,0.124783,8.333333
Warren Sapp,35,United States,Athlete,0.114094,7.333333
Warren Sapp,35,United States,Athlete,0.131199,8.333333
Warren Sapp,35,United States,Athlete,0.162736,8.333333
Warren Sapp,35,United States,Athlete,0.202022,7.0
Warren Sapp,35,United States,Athlete,0.230481,9.0
Warren Sapp,35,United States,Athlete,0.26756,8.166667
Warren Sapp,35,United States,Athlete,0.325975,9.166667
Jeffrey Ross,43,United States,Comedian,0.024477,4.0
Toni Braxton,40,United States,Singer/Rapper,0.092385,7.5
Toni Braxton,40,United States,Singer/Rapper,0.106115,7.666667
Toni Braxton,40,United States,Singer/Rapper,0.111324,7.333333
Toni Braxton,40,United States,Singer/Rapper,0.115109,7.333333
Toni Braxton,40,United States,Singer/Rapper,0.002833,7.333333
Lance Bass,29,United States,Singer/Rapper,0.088843,7.166667
Lance Bass,29,United States,Singer/Rapper,0.100314,6.666667
Lance Bass,29,United States,Singer/Rapper,0.111444,7.333333
Lance Bass,29,United States,Singer/Rapper,0.135471,8.666667
Lance Bass,29,United States,Singer/Rapper,0.144979,7.0
Lance Bass,29,United States,Singer/Rapper,0.176628,9.0
Lance Bass,29,United States,Singer/Rapper,0.184043,8.333333
Lance Bass,29,United States,Singer/Rapper,0.215521,8.333333
Lance Bass,29,United States,Singer/Rapper,0.311279,9.5
Lance Bass,29,United States,Singer/Rapper,0.329617,9.166667
Kim Kardashian,27,United States,TV Personality,0.077076,6.166667
Kim Kardashian,27,United States,TV Personality,0.031151,5.666667
Rocco DiSpirito,41,United States,TV Personality,0.074459,5.833333
Rocco DiSpirito,41,United States,TV Personality,0.09187,5.333333
Rocco DiSpirito,41,United States,TV Personality,0.09879,6.666667
Rocco DiSpirito,41,United States,TV Personality,0.036961,6.0
Brooke Burke,37,United States,TV Personality,0.095136,8.166667
Brooke Burke,37,United States,TV Personality,0.107342,8.0
Brooke Burke,37,United States,TV Personality,0.136011,9.333333
Brooke Burke,37,United States,TV Personality,0.13148,8.666667
Brooke Burke,37,United States,TV Personality,0.150854,9.666667
Brooke Burke,37,United States,TV Personality,0.165417,8.666667
Brooke Burke,37,United States,TV Personality,0.210789,10.0
Brooke Burke,37,United States,TV Personality,0.229989,9.166667
Brooke Burke,37,United States,TV Personality,0.262751,8.166667
Brooke Burke,37,United States,TV Personality,0.344408,10.0
Gilles Marini,33,France,Actor/Actress,0.082976,8.0
Gilles Marini,33,France,Actor/Actress,0.08666,9.0
Gilles Marini,33,France,Actor/Actress,0.093157,9.0
Gilles Marini,33,France,Actor/Actress,0.103385,10.0
Gilles Marini,33,France,Actor/Actress,0.122394,9.666667
Gilles Marini,33,France,Actor/Actress,0.124159,8.666667
Gilles Marini,33,France,Actor/Actress,0.132673,9.0
Gilles Marini,33,France,Actor/Actress,0.170281,9.166667
Gilles Marini,33,France,Actor/Actress,0.209176,9.333333
Gilles Marini,33,France,Actor/Actress,0.25976,10.0
Gilles Marini,33,France,Actor/Actress,0.297616,9.666667
Gilles Marini,33,France,Actor/Actress,0.076814,8.0
Gilles Marini,33,France,Actor/Actress,0.077829,8.5
Gilles Marini,33,France,Actor/Actress,0.080639,8.5
Gilles Marini,33,France,Actor/Actress,0.110298,9.875
Gilles Marini,33,France,Actor/Actress,0.106378,9.416667
Gilles Marini,33,France,Actor/Actress,0.118605,9.166667
Gilles Marini,33,France,Actor/Actress,0.116869,11.1666
Gilles Marini,33,France,Actor/Actress,0.110602,9.759233
Gilles Marini,36,France,Actor/Actress,0.082976,8.0
Gilles Marini,36,France,Actor/Actress,0.08666,9.0
Gilles Marini,36,France,Actor/Actress,0.093157,9.0
Gilles Marini,36,France,Actor/Actress,0.103385,10.0
Gilles Marini,36,France,Actor/Actress,0.122394,9.666667
Gilles Marini,36,France,Actor/Actress,0.124159,8.666667
Gilles Marini,36,France,Actor/Actress,0.132673,9.0
Gilles Marini,36,France,Actor/Actress,0.170281,9.166667
Gilles Marini,36,France,Actor/Actress,0.209176,9.333333
Gilles Marini,36,France,Actor/Actress,0.25976,10.0
Gilles Marini,36,France,Actor/Actress,0.297616,9.666667
Gilles Marini,36,France,Actor/Actress,0.076814,8.0
Gilles Marini,36,France,Actor/Actress,0.077829,8.5
Gilles Marini,36,France,Actor/Actress,0.080639,8.5
Gilles Marini,36,France,Actor/Actress,0.110298,9.875
Gilles Marini,36,France,Actor/Actress,0.106378,9.416667
Gilles Marini,36,France,Actor/Actress,0.118605,9.166667
Gilles Marini,36,France,Actor/Actress,0.116869,11.1666
Gilles Marini,36,France,Actor/Actress,0.110602,9.759233
Denise Richards,38,United States,Actor/Actress,0.077758,6.0
Denise Richards,38,United States,Actor/Actress,0.083837,7.0
Denise Richards,38,United States,Actor/Actress,0.003038,5.333333
David Alan Grier,52,United States,Actor/Actress,0.082205,6.333333
David Alan Grier,52,United States,Actor/Actress,0.086568,5.666667
David Alan Grier,52,United States,Actor/Actress,0.103598,8.0
David Alan Grier,52,United States,Actor/Actress,0.10145,7.333333
David Alan Grier,52,United States,Actor/Actress,0.002718,7.333333
Lawrence Taylor,50,United States,Athlete,0.068403,5.333333
Lawrence Taylor,50,United States,Athlete,0.078485,6.666667
Lawrence Taylor,50,United States,Athlete,0.085131,6.666667
Lawrence Taylor,50,United States,Athlete,0.086695,6.333333
Lawrence Taylor,50,United States,Athlete,0.132164,6.666667
Lawrence Taylor,50,United States,Athlete,0.129259,7.333333
Lawrence Taylor,50,United States,Athlete,0.062572,7.0
Ty Murray,39,United States,Athlete,0.060054,4.666667
Ty Murray,39,United States,Athlete,0.078961,6.666667
Ty Murray,39,United States,Athlete,0.097283,7.666667
Ty Murray,39,United States,Athlete,0.111096,8.333333
Ty Murray,39,United States,Athlete,0.138729,7.0
Ty Murray,39,United States,Athlete,0.10647,6.0
Ty Murray,39,United States,Athlete,0.1446,8.0
Ty Murray,39,United States,Athlete,0.195932,8.666667
Ty Murray,39,United States,Athlete,0.283381,7.666667
Ty Murray,39,United States,Athlete,0.158217,8.0
Shawn Johnson,17,United States,Athlete,0.097185,7.666667
Shawn Johnson,17,United States,Athlete,0.094198,8.0
Shawn Johnson,17,United States,Athlete,0.113225,9.0
Shawn Johnson,17,United States,Athlete,0.111008,8.333333
Shawn Johnson,17,United States,Athlete,0.13254,8.666667
Shawn Johnson,17,United States,Athlete,0.151796,8.666667
Shawn Johnson,17,United States,Athlete,0.167474,9.333333
Shawn Johnson,17,United States,Athlete,0.19416,8.666667
Shawn Johnson,17,United States,Athlete,0.251794,9.333333
Shawn Johnson,17,United States,Athlete,0.295569,9.333333
Shawn Johnson,17,United States,Athlete,0.361048,10.0
Shawn Johnson,17,United States,Athlete,0.086073,7.333333
Shawn Johnson,17,United States,Athlete,0.093206,8.333333
Shawn Johnson,17,United States,Athlete,0.101402,8.833333
Shawn Johnson,17,United States,Athlete,0.133397,9.875
Shawn Johnson,17,United States,Athlete,0.129105,9.416667
Shawn Johnson,17,United States,Athlete,0.148256,9.333333
Shawn Johnson,17,United States,Athlete,0.159746,12.6666
Shawn Johnson,17,United States,Athlete,0.157486,9.277767
Shawn Johnson,17,United States,Athlete,0.229702,9.833333
Shawn Johnson,17,United States,Athlete,0.331384,9.6481
Shawn Johnson,20,United States,Athlete,0.097185,7.666667
Shawn Johnson,20,United States,Athlete,0.094198,8.0
Shawn Johnson,20,United States,Athlete,0.113225,9.0
Shawn Johnson,20,United States,Athlete,0.111008,8.333333
Shawn Johnson,20,United States,Athlete,0.13254,8.666667
Shawn Johnson,20,United States,Athlete,0.151796,8.666667
Shawn Johnson,20,United States,Athlete,0.167474,9.333333
Shawn Johnson,20,United States,Athlete,0.19416,8.666667
Shawn Johnson,20,United States,Athlete,0.251794,9.333333
Shawn Johnson,20,United States,Athlete,0.295569,9.333333
Shawn Johnson,20,United States,Athlete,0.361048,10.0
Shawn Johnson,20,United States,Athlete,0.086073,7.333333
Shawn Johnson,20,United States,Athlete,0.093206,8.333333
Shawn Johnson,20,United States,Athlete,0.101402,8.833333
Shawn Johnson,20,United States,Athlete,0.133397,9.875
Shawn Johnson,20,United States,Athlete,0.129105,9.416667
Shawn Johnson,20,United States,Athlete,0.148256,9.333333
Shawn Johnson,20,United States,Athlete,0.159746,12.6666
Shawn Johnson,20,United States,Athlete,0.157486,9.277767
Shawn Johnson,20,United States,Athlete,0.229702,9.833333
Shawn Johnson,20,United States,Athlete,0.331384,9.6481
Steve Wozniak,58,United States,Entrepreneur,0.054466,4.333333
Steve Wozniak,58,United States,Entrepreneur,0.082402,5.666667
Steve Wozniak,58,United States,Entrepreneur,0.052416,3.333333
Steve Wozniak,58,United States,Entrepreneur,0.037168,4.0
Belinda Carlisle,50,United States,Singer/Rapper,0.073149,5.666667
Belinda Carlisle,50,United States,Singer/Rapper,0.002475,6.0
Chuck Wicks,29,United States,Singer/Rapper,0.08613,6.666667
Chuck Wicks,29,United States,Singer/Rapper,0.079675,6.666667
Chuck Wicks,29,United States,Singer/Rapper,0.098595,7.666667
Chuck Wicks,29,United States,Singer/Rapper,0.100668,7.333333
Chuck Wicks,29,United States,Singer/Rapper,0.118789,7.666667
Chuck Wicks,29,United States,Singer/Rapper,0.136231,7.666667
Chuck Wicks,29,United States,Singer/Rapper,0.163886,9.0
Chuck Wicks,29,United States,Singer/Rapper,0.003518,8.5
Lil' Kim,34,United States,Singer/Rapper,0.090022,7.0
Lil' Kim,34,United States,Singer/Rapper,0.090699,7.666667
Lil' Kim,34,United States,Singer/Rapper,0.107067,8.333333
Lil' Kim,34,United States,Singer/Rapper,0.116176,9.0
Lil' Kim,34,United States,Singer/Rapper,0.134848,8.666667
Lil' Kim,34,United States,Singer/Rapper,0.16437,9.333333
Lil' Kim,34,United States,Singer/Rapper,0.158093,8.666667
Lil' Kim,34,United States,Singer/Rapper,0.210885,9.333333
Lil' Kim,34,United States,Singer/Rapper,0.004259,8.666667
Steve-O,34,England,TV Personality,0.057146,5.666667
Steve-O,34,England,TV Personality,0.054834,4.666667
Steve-O,34,England,TV Personality,0.063535,5.0
Steve-O,34,England,TV Personality,0.057417,5.0
Steve-O,34,England,TV Personality,0.093317,6.0
Steve-O,34,England,TV Personality,0.034053,5.333333
Holly Madison,30,United States,TV Personality,0.075232,6.0
Holly Madison,30,United States,TV Personality,0.082533,6.0
Holly Madison,30,United States,TV Personality,0.070798,5.666667
Holly Madison,30,United States,TV Personality,0.054717,5.333333
Melissa Rycroft,26,United States,TV Personality,0.095275,7.666667
Melissa Rycroft,26,United States,TV Personality,0.098672,8.666667
Melissa Rycroft,26,United States,TV Personality,0.112156,9.0
Melissa Rycroft,26,United States,TV Personality,0.120219,9.666667
Melissa Rycroft,26,United States,TV Personality,0.124501,8.333333
Melissa Rycroft,26,United States,TV Personality,0.153662,9.0
Melissa Rycroft,26,United States,TV Personality,0.170702,9.666667
Melissa Rycroft,26,United States,TV Personality,0.225224,7.666667
Melissa Rycroft,26,United States,TV Personality,0.251389,9.5
Melissa Rycroft,26,United States,TV Personality,0.286454,9.166667
Melissa Rycroft,26,United States,TV Personality,0.341336,9.5
Melissa Rycroft,26,United States,TV Personality,0.08085,7.0
Melissa Rycroft,26,United States,TV Personality,0.08556,7.833333
Melissa Rycroft,26,United States,TV Personality,0.101153,9.0
Melissa Rycroft,26,United States,TV Personality,0.123985,9.25
Melissa Rycroft,26,United States,TV Personality,0.126881,9.416667
Melissa Rycroft,26,United States,TV Personality,0.153146,9.833333
Melissa Rycroft,26,United States,TV Personality,0.160589,12.999967
Melissa Rycroft,26,United States,TV Personality,0.159113,10.0
Melissa Rycroft,26,United States,TV Personality,0.219017,9.592567
Melissa Rycroft,26,United States,TV Personality,0.330005,9.7777
Melissa Rycroft,29,United States,TV Personality,0.095275,7.666667
Melissa Rycroft,29,United States,TV Personality,0.098672,8.666667
Melissa Rycroft,29,United States,TV Personality,0.112156,9.0
Melissa Rycroft,29,United States,TV Personality,0.120219,9.666667
Melissa Rycroft,29,United States,TV Personality,0.124501,8.333333
Melissa Rycroft,29,United States,TV Personality,0.153662,9.0
Melissa Rycroft,29,United States,TV Personality,0.170702,9.666667
Melissa Rycroft,29,United States,TV Personality,0.225224,7.666667
Melissa Rycroft,29,United States,TV Personality,0.251389,9.5
Melissa Rycroft,29,United States,TV Personality,0.286454,9.166667
Melissa Rycroft,29,United States,TV Personality,0.341336,9.5
Melissa Rycroft,29,United States,TV Personality,0.08085,7.0
Melissa Rycroft,29,United States,TV Personality,0.08556,7.833333
Melissa Rycroft,29,United States,TV Personality,0.101153,9.0
Melissa Rycroft,29,United States,TV Personality,0.123985,9.25
Melissa Rycroft,29,United States,TV Personality,0.126881,9.416667
Melissa Rycroft,29,United States,TV Personality,0.153146,9.833333
Melissa Rycroft,29,United States,TV Personality,0.160589,12.999967
Melissa Rycroft,29,United States,TV Personality,0.159113,10.0
Melissa Rycroft,29,United States,TV Personality,0.219017,9.592567
Melissa Rycroft,29,United States,TV Personality,0.330005,9.7777
Ashley Hamiliton,34,United States,Actor/Actress,0.030402,6.3333
Debi Mazar,45,United States,Actor/Actress,0.059088,7.333333
Debi Mazar,45,United States,Actor/Actress,0.07833,7.0
Debi Mazar,45,United States,Actor/Actress,0.044297,5.666667
Melissa Joan Hart,33,United States,Actor/Actress,0.06435,8.0
Melissa Joan Hart,33,United States,Actor/Actress,0.071375,6.333333
Melissa Joan Hart,33,United States,Actor/Actress,0.080535,6.333333
Melissa Joan Hart,33,United States,Actor/Actress,0.125701,9.333333
Melissa Joan Hart,33,United States,Actor/Actress,0.106262,7.666667
Melissa Joan Hart,33,United States,Actor/Actress,0.059495,7.999967
Mark Dacascos,45,United States,Actor/Actress,0.077317,9.6666
Mark Dacascos,45,United States,Actor/Actress,0.077929,7.0
Mark Dacascos,45,United States,Actor/Actress,0.076204,6.0
Mark Dacascos,45,United States,Actor/Actress,0.099389,7.333333
Mark Dacascos,45,United States,Actor/Actress,0.121065,8.666667
Mark Dacascos,45,United States,Actor/Actress,0.137983,10.666667
Mark Dacascos,45,United States,Actor/Actress,0.104657,7.166667
Chuck Liddell,39,United States,Athlete,0.058041,7.333333
Chuck Liddell,39,United States,Athlete,0.070125,6.333333
Chuck Liddell,39,United States,Athlete,0.075634,5.666667
Chuck Liddell,39,United States,Athlete,0.00295,5.666667
Natalie Coughlin,27,United States,Athlete,0.070396,8.999933
Natalie Coughlin,27,United States,Athlete,0.076592,7.0
Natalie Coughlin,27,United States,Athlete,0.106714,8.666667
Natalie Coughlin,27,United States,Athlete,0.105649,8.0
Natalie Coughlin,27,United States,Athlete,0.0024,7.333333
Louie Vito,21,United States,Athlete,0.07099,8.999933
Louie Vito,21,United States,Athlete,0.069982,6.333333
Louie Vito,21,United States,Athlete,0.082679,6.666667
Louie Vito,21,United States,Athlete,0.090739,5.333333
Louie Vito,21,United States,Athlete,0.111073,7.333333
Louie Vito,21,United States,Athlete,0.05976,8.0
Michael Irvin,43,United States,Athlete,0.057306,6.333333
Michael Irvin,43,United States,Athlete,0.07295,6.666667
Michael Irvin,43,United States,Athlete,0.073765,4.666667
Michael Irvin,43,United States,Athlete,0.090746,5.333333
Michael Irvin,43,United States,Athlete,0.122268,7.0
Michael Irvin,43,United States,Athlete,0.121488,7.333267
Michael Irvin,43,United States,Athlete,0.110735,7.833333
Joanna Krupa,30,Poland,Model,0.070765,11.3333
Joanna Krupa,30,Poland,Model,0.058452,6.666667
Joanna Krupa,30,Poland,Model,0.075589,7.666667
Joanna Krupa,30,Poland,Model,0.091343,8.666667
Joanna Krupa,30,Poland,Model,0.086766,8.0
Joanna Krupa,30,Poland,Model,0.12114,11.999967
Joanna Krupa,30,Poland,Model,0.143196,9.166667
Joanna Krupa,30,Poland,Model,0.208649,8.666667
Joanna Krupa,30,Poland,Model,0.007782,9.0
Kathy Ireland,46,United States,Model,0.05226,6.666633
Kathy Ireland,46,United States,Model,0.00226,6.0
Tom DeLay,62,United States,Politician,0.050316,6.666633
Tom DeLay,62,United States,Politician,0.075971,6.0
Tom DeLay,62,United States,Politician,0.032217,5.0
Macy Gray,42,United States,Singer/Rapper,0.029562,6.3333
Aaron Carter,21,United States,Singer/Rapper,0.084364,10.666633
Aaron Carter,21,United States,Singer/Rapper,0.098922,9.0
Aaron Carter,21,United States,Singer/Rapper,0.087831,7.0
Aaron Carter,21,United States,Singer/Rapper,0.081025,6.0
Aaron Carter,21,United States,Singer/Rapper,0.109385,8.0
Aaron Carter,21,United States,Singer/Rapper,0.1416,10.999933
Aaron Carter,21,United States,Singer/Rapper,0.174491,8.833333
Aaron Carter,21,United States,Singer/Rapper,0.004829,8.333333
Mya,29,United States,Singer/Rapper,0.081849,10.3333
Mya,29,United States,Singer/Rapper,0.099417,9.0
Mya,29,United States,Singer/Rapper,0.111668,9.0
Mya,29,United States,Singer/Rapper,0.124821,9.333333
Mya,29,United States,Singer/Rapper,0.12351,9.0
Mya,29,United States,Singer/Rapper,0.141076,11.0
Mya,29,United States,Singer/Rapper,0.161465,8.166667
Mya,29,United States,Singer/Rapper,0.292358,9.833333
Mya,29,United States,Singer/Rapper,0.310598,9.666633
Mya,29,United States,Singer/Rapper,0.362711,9.4444
Donny Osmond,51,United States,Singer/Rapper,0.079132,9.999967
Donny Osmond,51,United States,Singer/Rapper,0.092375,8.333333
Donny Osmond,51,United States,Singer/Rapper,0.087703,7.0
Donny Osmond,51,United States,Singer/Rapper,0.107113,8.0
Donny Osmond,51,United States,Singer/Rapper,0.13124,9.666667
Donny Osmond,51,United States,Singer/Rapper,0.132725,10.3333
Donny Osmond,51,United States,Singer/Rapper,0.170971,8.666667
Donny Osmond,51,United States,Singer/Rapper,0.289978,8.333333
Donny Osmond,51,United States,Singer/Rapper,0.374605,8.2222
Donny Osmond,51,United States,Singer/Rapper,0.369586,9.6666
Kelly Osbourne,24,England,TV Personality,0.063861,10.333267
Kelly Osbourne,24,England,TV Personality,0.05532,6.333333
Kelly Osbourne,24,England,TV Personality,0.065164,6.666667
Kelly Osbourne,24,England,TV Personality,0.080524,7.666667
Kelly Osbourne,24,England,TV Personality,0.086031,8.0
Kelly Osbourne,24,England,TV Personality,0.084733,8.333267
Kelly Osbourne,24,England,TV Personality,0.134485,8.666667
Kelly Osbourne,24,England,TV Personality,0.204186,8.5
Kelly Osbourne,24,England,TV Personality,0.307015,8.6666
Kelly Osbourne,24,England,TV Personality,0.267704,8.4074
Aiden Turner,32,England,Actor/Actress,0.061377,5.0
Aiden Turner,32,England,Actor/Actress,0.092969,6.333333
Aiden Turner,32,England,Actor/Actress,0.088106,6.666667
Aiden Turner,32,England,Actor/Actress,0.036272,5.5
Shannen Doherty,38,United States,Actor/Actress,0.090912,6.0
Shannen Doherty,38,United States,Actor/Actress,0.002707,6.666667
Niecy Nash,40,United States,Actor/Actress,0.090464,6.0
Niecy Nash,40,United States,Actor/Actress,0.100221,7.0
Niecy Nash,40,United States,Actor/Actress,0.114885,7.0
Niecy Nash,40,United States,Actor/Actress,0.106725,6.0
Niecy Nash,40,United States,Actor/Actress,0.115738,6.0
Niecy Nash,40,United States,Actor/Actress,0.139902,8.6666
Niecy Nash,40,United States,Actor/Actress,0.193931,8.166667
Niecy Nash,40,United States,Actor/Actress,0.107466,7.166667
Buzz Aldrin,80,United States,Astronaut,0.074825,4.666667
Buzz Aldrin,80,United States,Astronaut,0.07686,4.0
Buzz Aldrin,80,United States,Astronaut,0.028178,4.333333
Chad Ochocinco,32,United States,Athlete,0.089233,6.0
Chad Ochocinco,32,United States,Athlete,0.096077,5.333333
Chad Ochocinco,32,United States,Athlete,0.107648,6.666667
Chad Ochocinco,32,United States,Athlete,0.127217,7.333333
Chad Ochocinco,32,United States,Athlete,0.113345,6.0
Chad Ochocinco,32,United States,Athlete,0.164108,10.3333
Chad Ochocinco,32,United States,Athlete,0.17843,8.666667
Chad Ochocinco,32,United States,Athlete,0.194651,7.5
Chad Ochocinco,32,United States,Athlete,0.15742,8.666667
Evan Lysacek,24,United States,Athlete,0.112451,7.666667
Evan Lysacek,24,United States,Athlete,0.11199,8.0
Evan Lysacek,24,United States,Athlete,0.138139,8.666667
Evan Lysacek,24,United States,Athlete,0.149889,8.666667
Evan Lysacek,24,United States,Athlete,0.166829,9.0
Evan Lysacek,24,United States,Athlete,0.143058,9.0
Evan Lysacek,24,United States,Athlete,0.185216,9.0
Evan Lysacek,24,United States,Athlete,0.225948,8.833333
Evan Lysacek,24,United States,Athlete,0.286807,9.833333
Evan Lysacek,24,United States,Athlete,0.327642,8.9629
Pamela Anderson,42,Canada,Model,0.082316,7.0
Pamela Anderson,42,Canada,Model,0.082195,7.333333
Pamela Anderson,42,Canada,Model,0.089515,7.0
Pamela Anderson,42,Canada,Model,0.10825,7.833333
Pamela Anderson,42,Canada,Model,0.104954,7.0
Pamela Anderson,42,Canada,Model,0.126324,9.999933
Pamela Anderson,42,Canada,Model,0.084564,8.5
Pamela Anderson,42,Canada,Model,0.012619,5.666667
Pamela Anderson,45,Canada,Model,0.082316,7.0
Pamela Anderson,45,Canada,Model,0.082195,7.333333
Pamela Anderson,45,Canada,Model,0.089515,7.0
Pamela Anderson,45,Canada,Model,0.10825,7.833333
Pamela Anderson,45,Canada,Model,0.104954,7.0
Pamela Anderson,45,Canada,Model,0.126324,9.999933
Pamela Anderson,45,Canada,Model,0.084564,8.5
Pamela Anderson,45,Canada,Model,0.012619,5.666667
Nicole Scherzinger,31,United States,Singer/Rapper,0.123084,8.333333
Nicole Scherzinger,31,United States,Singer/Rapper,0.131433,9.333333
Nicole Scherzinger,31,United States,Singer/Rapper,0.124469,7.666667
Nicole Scherzinger,31,United States,Singer/Rapper,0.146653,8.333333
Nicole Scherzinger,31,United States,Singer/Rapper,0.181191,9.666667
Nicole Scherzinger,31,United States,Singer/Rapper,0.189442,11.999967
Nicole Scherzinger,31,United States,Singer/Rapper,0.187389,9.0
Nicole Scherzinger,31,United States,Singer/Rapper,0.251883,9.833333
Nicole Scherzinger,31,United States,Singer/Rapper,0.289969,9.833333
